target,feat1,feat2,feat3,feat4,feat5
0.5883406675786059,0.9823964740591629,-0.006101864788327908,0.1407078545361459,0.05989332410439063,0.0
0.5432796730896402,0.9741163500439627,0.014367847441058916,-0.15738252191085628,0.007698941363498978,0.005000500050005
0.6219076939971757,1.01681727353755,0.01417102304521954,0.09619817465517451,0.020855317909411118,0.01000100010001
0.6078620772153626,1.0007181577140318,0.04962726649757748,0.07944038494038896,-0.03668884445908021,0.015001500150015001
0.7460710640240342,0.9941300597782082,0.03202293192111138,-0.017666560084634412,0.01571067511039086,0.02000200020002
0.7593993444924254,0.9741259565037579,0.06334135504346051,0.2059722776254944,-0.00345551797389557,0.025002500250025
0.8833774888231901,0.9663595717537324,0.05188359545431824,-0.09990563330683526,0.020861151638037444,0.030003000300030003
0.7582914304815154,0.9282068953545566,0.08325077451964923,-0.04944626093365029,-0.013217495042847985,0.035003500350035
0.957314766547463,0.9197988311118207,0.0851440562690049,-0.048821651359856,-0.0031275444141608466,0.04000400040004
0.9989282967157385,0.911178798178125,0.07639155346775442,0.0601478327432612,0.009208334465315795,0.045004500450045004
0.9855458517219682,0.8431006005341846,0.0912776228006143,0.037634387915084756,-0.002779584730552118,0.05000500050005
0.9148337915926721,0.8862370925403837,0.14247612169708077,0.10515926057650699,0.02140140873134288,0.055005500550055
1.0061836286620105,0.8087693100167523,0.14274717761116212,-0.013326049530813814,0.02670899227155313,0.060006000600060005
1.0708304740945678,0.8366510160938225,0.16907333151082637,0.0883679099423918,0.010516407632995519,0.065006500650065
1.1729510987011875,0.7658430046763189,0.1446893387711287,-0.26556855878831237,0.005361552887045588,0.07000700070007
1.2203137329011222,0.6915656760773446,0.18090191962595295,0.13770986447264663,-0.009215878599464974,0.075007500750075
1.1697515234795628,0.6998865494785756,0.167130988502084,-0.052081644947779476,0.019271694119913564,0.08000800080008
1.2034243475526423,0.6452518411030275,0.18496032513132157,-0.022219286561054635,0.024836965891837065,0.085008500850085
1.212298055549013,0.6043024203059704,0.19724773581285698,0.13992536164282507,-0.019632870173252194,0.09000900090009001
1.1944660163132859,0.6131509389313546,0.19134368471389704,0.012355310647343333,0.01650040648444509,0.095009500950095
1.338736895810518,0.5105194214351607,0.19832090297409774,0.05420025225168004,0.01030980804029304,0.1000100010001
1.377782334626736,0.5008454227161697,0.20613840843795145,-0.07381982829184987,0.006088976985953194,0.10501050105010501
1.284056913531777,0.47040220615760575,0.2124164007016958,-0.15633497059199747,0.012680776286573017,0.11001100110011
1.3333111761529808,0.41105148443119666,0.19875403897488325,-0.002274788724214076,-0.014832509328595192,0.115011501150115
1.2976439960054,0.342092463851316,0.22542350332252678,0.09461081166154145,0.02684234704752772,0.12001200120012001
1.4251336134946506,0.2993002418609022,0.24718169505257084,0.15054635818854112,0.006326796024545469,0.125012501250125
1.3755939857033772,0.2792799224821874,0.22284068843047694,0.09359463983468058,0.024925865708638008,0.13001300130013
1.4205319642478345,0.20481236139162326,0.2581819705231854,-0.08866606374445117,0.017276164324612285,0.135013501350135
1.4225673614590861,0.1455072115630044,0.29667048953376024,-0.12568297368397116,0.02131064491363715,0.14001400140014
1.3982886554465144,0.11234154036786101,0.29339143442393734,0.10671932207620377,0.01683553575133081,0.145014501450145
1.326931826498082,0.09695821473466236,0.3113697492694304,0.07069874739811847,0.004821989104011246,0.15001500150015
1.3650521486730909,0.02768076002747385,0.3204909589741711,0.004352639106945445,0.03499067168567153,0.155015501550155
1.3071666330062743,-0.02807547984223534,0.28274925150152463,0.09656402296166466,0.03859281972886561,0.16001600160016
1.2994023033283955,-0.06983285918358954,0.32687424076161825,-0.017879976106558598,0.021582850826108006,0.16501650165016502
1.361058659056341,-0.11584988297347565,0.3191903812452365,-0.06436567642332751,0.014778874696208817,0.17001700170017
1.3277875887391917,-0.18595811296966877,0.32143838370841393,0.049618380763168754,0.01398211996119634,0.175017501750175
1.328405362549355,-0.23569685004840882,0.3565180453793947,-0.12850653245386054,0.02387498502784316,0.18001800180018002
1.2321168958553506,-0.25439516915570737,0.34193048170864565,0.025304357975560157,0.010538993642956051,0.185018501850185
1.2672040823639323,-0.35489354011655305,0.391551458347913,0.12715228214015567,-0.0030259040808499997,0.19001900190019
1.2000978424058615,-0.3806657761855328,0.3684779925437656,-0.23437029198353596,-0.020363677064456274,0.19501950195019502
1.2052282059134163,-0.4226828745709537,0.37275521625464153,0.056710309671703145,0.02700130370196814,0.2000200020002
1.162546042941689,-0.4829198801250864,0.3600787272300415,0.06540013555790948,0.0499383407264178,0.205020502050205
1.1108001325626309,-0.5036644285635904,0.414324926513973,0.005787000608919089,-0.009051041870403426,0.21002100210021002
1.0436724068552183,-0.5558834383249353,0.3931002304026975,0.06273086425359989,0.0247094280562564,0.215021502150215
1.092904687472226,-0.5843958021070034,0.4409942398987664,0.0949067324615131,-0.010756281553208336,0.22002200220022
0.9997812592547897,-0.6176405294921831,0.4348617763631799,0.01478499561549661,0.028600034752186178,0.22502250225022502
0.9177736745760683,-0.6625343229580983,0.41458898290763324,-0.008303842249594528,0.02402539955740787,0.23002300230023
0.872994870611994,-0.7020950741310525,0.4728114369211865,-0.08895340501721033,-0.005571630639011449,0.235023502350235
0.9477729988155974,-0.7152463898304486,0.4711435016164043,-0.03538634394052959,0.03239784828054312,0.24002400240024002
0.874793376372768,-0.7646112042354025,0.5113865663741711,0.056444375836081265,-0.022063014263592605,0.245024502450245
0.8374820535859241,-0.7985337788405227,0.5034513227459846,-0.05339010497916438,0.04871258830850652,0.25002500250025
0.7392714891874913,-0.8351713757102307,0.4587200215063893,0.0804940446923453,0.04634738071908544,0.255025502550255
0.7101782058119229,-0.8401848589977869,0.5080253366370595,-0.09374631757951139,0.011591943295058176,0.26002600260026
0.6698079704058273,-0.892427318677878,0.49599732581003836,0.042044038149047815,0.014969806910406568,0.265026502650265
0.6059704159869597,-0.91505264036169,0.5151043633262693,0.007472655756597864,0.005952648618916107,0.27002700270027
0.48657905917103594,-0.919682836246741,0.5067934334831421,0.05202650129500891,0.005020990165511503,0.275027502750275
0.4958225240067025,-0.9530941345306739,0.5119675002305141,0.11828802579037662,-0.006741455241297704,0.28002800280028
0.46044584653743803,-0.9730438297029771,0.5659575228278871,0.05020114646706128,0.0531238200838164,0.285028502850285
0.2840912838787665,-0.9853554645509782,0.5480628623053053,0.15193293179741327,0.04683955955446637,0.29002900290029
0.27856550034274297,-1.0147197965385657,0.5393741463528543,-0.10437400390835042,0.03575061284387879,0.295029502950295
0.21109287322960157,-0.9956878963131189,0.5671724142301924,-0.05322691747819213,0.04718317974665731,0.3000300030003
0.16412202511390106,-0.9947025920255547,0.6366573365418077,0.04016872890834756,0.020735180197545826,0.305030503050305
0.15110412168631,-0.9818832682148345,0.5625611255724439,-0.02157130829610386,0.034906984232855626,0.31003100310031
-0.03463491086357688,-1.002911787596524,0.6108519493790371,0.08119208973855878,0.02222265915312481,0.31503150315031503
-0.0584280663622183,-0.984731730727933,0.6010698005016916,0.1896001490130458,0.03825927403803318,0.32003200320032
-0.13974985999693937,-0.9925403820580696,0.6066341868022281,-0.08294952027485987,0.020786885205489,0.325032503250325
-0.18816788934835046,-1.0041376497627847,0.5791736846174617,0.024326369506084116,0.011541192475791592,0.33003300330033003
-0.2042761977753004,-0.9769797673349745,0.6033746644893799,0.05436817059187015,0.05922234826170947,0.335033503350335
-0.24043890805145413,-0.9531468729607107,0.600158094257528,0.1036553773800401,0.035449992473956915,0.34003400340034
-0.332612223716964,-0.9444329686844521,0.6200095339193096,0.06172021249394958,0.04633178568735032,0.34503450345034503
-0.39095135255087404,-0.9606703926723695,0.6270524453952127,0.09921939255704681,0.025880691003658855,0.35003500350035
-0.4270228709787074,-0.9375443432462358,0.6478836984034194,-0.10575583513449623,0.028702704395060657,0.355035503550355
-0.514807768604641,-0.9301961333390252,0.6437516186001313,-0.0023060359073340986,0.03852181476432487,0.36003600360036003
-0.5935365924430044,-0.9183220280273257,0.693189614035177,0.016415677463914282,0.038992397693386485,0.365036503650365
-0.6871942948059087,-0.830614546117643,0.6842357374258183,-0.09592185254234367,0.01396121060075231,0.37003700370037
-0.6550809838089022,-0.8256824484728996,0.7125591652670835,0.15288163260192505,0.033795449337228875,0.37503750375037503
-0.6955315024596573,-0.8193056557938097,0.7128456341926009,0.09300125079539373,0.015442229352748551,0.38003800380038
-0.822357374187361,-0.7437953099406497,0.6923434514632967,0.031692497761730935,0.036340365983683766,0.385038503850385
